employee_number,gender,birth_year,age,marital_status,dist_home,job_title,department,departured,year_at_comp,standard_hours,remote,business_travel,over_time,job_level,stock_opt_level,traning_times_last_year,perf_rate,year_last_promotion,year_current_mngr,education_field,education_scale,annual_salary,monthly_income,daily_rate,perc_salary_hike,env_sat_rate,job_involvement,job_sat_rate,relationship_sat_rate,work_life_balance,num_comp_worked,tot_working_year
827,0,1987,36,Divorced,6, mAnUfaCTuRing DiRecTor , Research & Development ,No,3,Part Time,0,,No,2,2,0,"4,0",0,1,Medical,2,"53914,11$",,556.2566609977324,20,2,3,2,4,"3,0",6,"7,0"
828,0,1972,51,,-16, ManufACTuRING dIrEcTOr ,,Yes,4,Full Time,False,travel_frequently,,3,0,2,"3,0",0,3,,4,"106500,00$",,1098.809523809524,15,1,1,4,4,"3,0",2,"18,0"
829,0,1998,25,,28, SaLes exEcUtIvE , Sales ,No,2,Part Time,False,,,2,0,3,"3,0",2,2,Life Sciences,3,"53914,11$",,556.2566609977324,18,1,2,3,4,"3,0",2,
830,1,1985,38,,3, rESearCH SCientIsT ,,No,3,,False,travel_rarely,Yes,2,0,2,"4,0",2,2,Technical Degree,5,"43170,00$","3597,50$",445.4047619047618,20,4,3,3,2,,3,"19,0"
831,1,1993,30,Divorced,5, ReseArCH scIenTIst , Research & Development ,No,3,Part Time,1,travel_rarely,No,1,1,3,,2,2,Technical Degree,3,"28111,13$","2342,59$",290.03550973654063,14,4,3,1,4,"3,0",5,"8,0"
832,0,2001,22,Marreid,-36, rESeaRCh SCienTISt ,,No,2,,1,,No,1,2,6,"4,0",2,2,Medical,1,,"2342,59$",290.03550973654063,24,36,3,4,1,"3,0",1,"2,0"
833,0,1996,27,,9, ReseArch sCienTiST , Research & Development ,No,2,Part Time,1,non-travel,,1,1,1,"3,0",2,2,Medical,3,"20240,00$","1686,67$",208.82539682539684,18,4,3,2,4,"1,0",6,
834,0,1995,28,Married,21, ReSEarcH SCiEnTISt , Research & Development ,No,5,Part Time,Yes,,No,1,1,2,"3,0",0,2,Medical,3,"28111,13$","2342,59$",290.03550973654063,11,3,3,4,3,"1,0",1,"5,0"
835,0,1996,27,,17, ReSeaRCH SciEntIst ,,No,5,Full Time,True,,,1,1,3,"3,0",1,1,,3,"30580,00$",,315.5079365079365,16,3,3,2,4,"2,0",0,"6,0"
836,1,1967,56,Divorced,8, REseaRcH scientist ,,No,2,Part Time,1,travel_rarely,,1,1,3,"3,0",2,2,Life Sciences,3,"28111,13$","2342,59$",290.03550973654063,18,3,3,1,3,,4,
837,1,1985,38,Single,9, lABORatOry teCHNICiAN ,,No,2,Part Time,1,travel_rarely,,1,0,3,,2,1,,2,"28111,13$",,290.03550973654063,12,3,3,4,3,,1,
838,1,1992,31,,12, ReseArcH ScIEnTIst ,,No,4,Full Time,Yes,travel_rarely,,1,1,0,"4,0",0,2,Medical,1,"39290,00$","3274,17$",405.3730158730159,23,3,3,4,3,"3,0",8,"7,0"
839,1,1989,34,,27, RESEarcH sciEnTIsT ,,No,3,,True,travel_rarely,No,1,0,3,"3,0",1,2,Medical,2,,"2342,59$",290.03550973654063,15,4,3,2,4,"3,0",2,"9,0"
840,0,1973,50,,1, laBORATORY tECHNiciAN , Research & Development ,No,3,Part Time,0,,,1,1,2,"3,0",0,2,,3,"28111,13$","2342,59$",290.03550973654063,15,3,2,3,4,"2,0",2,
841,1,1970,53,divorced,13, mAnufACTuRInG dIReCtoR ,,No,4,,False,,No,2,2,3,"3,0",1,3,,2,,"4492,84$",556.2566609977324,11,4,4,1,3,"3,0",1,"5,0"
842,1,1988,35,Single,-24, laborAToRy teCHnIcIAn ,,No,6,Part Time,Yes,travel_frequently,,2,0,5,"3,0",1,2,Medical,3,"44250,00$","3687,50$",456.5476190476191,11,2,3,2,4,"3,0",5,
843,0,1996,27,Married,1, manuFactuRinG DIrECtor ,,No,2,Part Time,0,travel_frequently,,2,1,1,"3,0",2,0,,1,"53914,11$","4492,84$",556.2566609977324,19,3,2,1,3,"3,0",5,
844,0,1983,40,Married,-38, lAborAToRY tEChnIciAN ,,No,7,Part Time,True,,,2,1,2,"3,0",3,7,,2,"53914,11$","4492,84$",556.2566609977324,15,3,3,4,3,"4,0",8,
845,0,2001,22,,-22, researCH SCientist ,,No,4,Part Time,0,,,1,1,2,"3,0",2,2,Life Sciences,3,"23280,00$","1940,00$",240.1904761904762,16,22,4,2,1,"2,0",1,"4,0"
846,0,1983,40,,-10, hEaltHcare rEpREseNTatiVE ,,No,3,Part Time,Yes,,No,2,1,5,"3,0",0,2,Life Sciences,5,"53914,11$","4492,84$",556.2566609977324,14,4,2,4,4,"1,0",9,"5,0"
847,0,1977,46,,1, HealThcARe repReSeNTAtivE ,,No,4,,1,,No,3,1,3,"3,0",0,3,,4,,"8339,32$",1032.4872861766066,16,4,3,1,3,"3,0",7,"17,0"
848,1,1993,30,,3, ReSeArcH ScIenTIsT ,,Yes,5,,True,,Yes,1,0,5,"3,0",0,4,Technical Degree,3,,"2214,17$",274.13492063492066,11,4,3,1,3,"3,0",5,"8,0"
849,0,1994,29,Single,1, ResEARCh SCIENtIsT ,,Yes,6,Part Time,False,,,1,0,1,"3,0",1,5,,3,"28111,13$","2342,59$",290.03550973654063,14,3,3,3,4,"2,0",0,
850,1,1969,54,Married,3, SALEs eXecuTivE ,,No,6,Full Time,0,,,2,1,4,"3,0",0,5,,3,"59400,00$",,612.8571428571429,14,4,3,1,4,"3,0",2,"16,0"
851,1,1990,33,Married,4, rESeArCH sCIeNtISt , Research & Development ,No,3,Part Time,1,travel_rarely,,1,0,3,"4,0",1,1,,4,"26220,00$","2185,00$",270.5238095238095,21,3,2,2,4,"3,0",6,
852,1,1971,52,Single,2, LabOraTory teChnICiAN ,,No,2,Full Time,True,travel_rarely,,1,0,3,"3,0",2,2,,3,"32120,00$","2676,67$",331.3968253968254,15,3,2,4,2,"2,0",7,
853,0,1964,59,Married,6, humAN resoURCEs , Human Resources ,No,2,Part Time,False,travel_rarely,,1,0,2,"3,0",2,2,Medical,2,"28111,13$","2342,59$",290.03550973654063,17,2,3,3,4,"2,0",8,
854,0,1991,32,Single,1, lABorATORy tEChnIcian ,,Yes,3,,True,,,1,0,2,"3,0",1,2,,3,,"2342,59$",290.03550973654063,14,4,2,3,4,"1,0",0,"4,0"
855,1,1984,39,Divorced,-24, LaBoRaTOrY teChNICiaN ,,No,3,Part Time,0,,No,1,3,1,"3,0",1,2,Medical,4,"28111,13$","2342,59$",290.03550973654063,14,24,3,3,3,"3,0",7,"7,0"
856,0,1991,32,,26, sALEs execUTiVE ,,No,3,Part Time,True,non-travel,No,2,0,2,"3,0",2,2,Marketing,4,"53914,11$","4492,84$",556.2566609977324,18,3,3,4,1,"3,0",0,"4,0"
857,0,1992,31,Divorced,3, REsearCH DirECtOR ,,No,2,Part Time,True,,No,3,1,3,"3,0",2,2,Medical,4,"100071,84$","8339,32$",1032.4872861766066,12,2,3,3,1,"3,0",9,
858,1,1990,33,Married,5, ResEaRch sciEnTIsT ,,No,2,Full Time,Yes,travel_rarely,,1,1,2,"3,0",0,2,Life Sciences,4,"29110,00$","2425,83$",300.3412698412698,13,3,2,4,3,"2,0",1,"2,0"
859,0,1978,45,,-23, mANuFActUrIng DireCTor ,,No,3,,Yes,,,2,1,1,"3,0",0,2,Life Sciences,4,,"4492,84$",556.2566609977324,17,1,4,3,4,"3,0",4,"9,0"
860,1,1981,42,Single,17, REseARCh scieNTIsT , Research & Development ,No,3,Part Time,True,,Yes,2,0,1,"3,0",0,2,,2,"53914,11$",,556.2566609977324,13,4,4,1,3,"3,0",3,
861,0,1994,29,Divorced,-19, sAleS ExeCUtIVe ,,No,3,Full Time,0,,No,2,1,2,"3,0",0,2,Marketing,2,"69310,00$",,715.1031746031746,14,4,3,4,4,"3,0",2,
862,1,1998,25,Married,1, mAnUFacTuriNg dIRECTOR ,,No,4,,0,travel_rarely,No,2,2,3,"3,0",1,2,,3,"53914,11$","4492,84$",556.2566609977324,12,1,3,3,4,"3,0",0,"5,0"
863,0,1991,32,,2, lABoratorY TEChniciAN ,,No,6,Part Time,0,,No,2,0,5,"3,0",0,4,,1,"21760,00$","1813,33$",224.5079365079365,13,4,2,1,4,"3,0",4,"9,0"
864,0,1995,28,Married,9, rEsEarch ScIENTiSt ,,No,5,,1,travel_rarely,No,1,1,3,"4,0",0,4,,3,"28111,13$",,290.03550973654063,23,4,3,4,4,,1,
865,0,2002,21,Single,3, reseArcH sciENTIst ,,No,3,Full Time,0,travel_rarely,No,1,0,4,"3,0",1,0,,2,"32300,00$",,333.25396825396825,17,4,2,3,1,"4,0",1,
866,1,1986,37,divorced,1, RESEarCh DireCTor ,,No,5,Part Time,0,non-travel,Yes,3,2,2,"3,0",0,2,Medical,4,"100071,84$","8339,32$",1032.4872861766066,18,1,3,4,1,"3,0",2,
867,0,1985,38,,23, HEaltHcARe REprEsEnTaTIVE ,,No,2,Part Time,False,travel_rarely,,2,1,2,"3,0",1,2,Life Sciences,4,"53914,11$","4492,84$",556.2566609977324,14,4,3,4,2,"3,0",9,
868,0,1997,26,Divorced,16, lABOratOry teCHNiCIan ,,Yes,3,Part Time,False,travel_rarely,Yes,1,1,2,"3,0",0,2,Medical,4,"28111,13$","2342,59$",290.03550973654063,13,1,3,2,4,"3,0",2,
869,1,1974,49,Single,10, ReSEaRCh DIrECTOr ,,No,3,Full Time,True,,Yes,5,0,4,"3,0",1,2,Life Sciences,4,"186650,00$","15554,17$",1925.753968253968,11,3,3,1,4,"3,0",9,
870,1,1992,31,Divorced,5, SaLeS REPRESENtATIvE , Sales ,No,2,Part Time,True,travel_frequently,,1,1,5,"3,0",2,2,,3,"27890,00$",,287.75396825396825,11,4,3,2,3,"2,0",1,"2,0"
871,0,1986,37,Married,9, REseARch sCIENtIst ,,No,4,Part Time,0,travel_frequently,,1,3,3,"3,0",1,2,Medical,3,"28111,13$","2342,59$",290.03550973654063,12,2,3,4,3,"2,0",1,
872,0,1992,31,Marreid,-11, ResEArch SciEntiST , Research & Development ,No,5,Part Time,1,travel_rarely,,1,1,4,"3,0",0,3,,4,"28111,13$","2342,59$",290.03550973654063,12,11,3,4,3,"3,0",0,
873,0,1992,31,,2, hUmAN rESOuRCEs ,,No,2,Full Time,False,travel_rarely,No,2,0,1,"3,0",1,0,Human Resources,3,"64100,00$","5341,67$",661.3492063492064,12,1,2,1,4,"3,0",3,
874,0,1992,31,,2, ReSEaRCh SCIEnTist , Research & Development ,No,2,Part Time,True,,,1,1,2,"3,0",2,2,,4,"28111,13$","2342,59$",290.03550973654063,18,3,3,4,2,"1,0",0,"3,0"
875,0,1971,52,,-17, reSeARcH SCienTist ,,Yes,8,Part Time,False,,No,2,0,3,,7,7,Medical,4,"49410,00$","4117,50$",509.78571428571433,15,17,2,2,1,"2,0",2,"11,0"
876,0,1995,28,Married,2, rESEARCH scieNTiST ,,Yes,3,,True,,Yes,1,0,4,"3,0",2,2,Medical,4,,"2342,59$",290.03550973654063,13,1,1,4,4,"2,0",5,
877,0,1976,47,Married,5, rEsEArcH dirECtoR ,,No,3,Full Time,False,travel_rarely,,5,1,2,"3,0",1,1,,5,"191324,62$",,1973.9841269841268,11,4,3,3,2,"3,0",4,"21,0"
878,0,1994,29,,9, lAborATorY TecHNIciAN ,,No,3,Full Time,True,,No,1,0,2,"3,0",2,2,Other,5,"39830,00$","3319,17$",410.9444444444444,17,2,2,4,3,,0,"4,0"
879,0,1986,37,,5, ManUFaCTURing dIRectOR ,,No,6,,Yes,,No,2,2,2,"3,0",0,4,Medical,2,,"5289,17$",654.8492063492064,16,4,3,4,3,"2,0",7,"8,0"
880,0,2000,23,,26, REsEaRch scIeNtIsT ,,No,4,Full Time,0,,,1,2,2,"3,0",0,2,,1,"29040,00$","2420,00$",299.61904761904765,12,3,3,4,3,"2,0",1,
881,0,1981,42,Divorced,2, hUmAn REsOurCES , Human Resources ,No,3,,False,travel_rarely,Yes,1,1,5,"3,0",1,0,,1,,"2246,67$",278.1587301587302,11,3,3,3,3,"3,0",0,"4,0"
882,1,1993,30,,25, sALeS EXecuTIVe , Sales ,No,2,,0,,,2,1,2,"3,0",2,2,,2,,"4492,84$",556.2566609977324,12,4,3,3,2,"4,0",7,"4,0"
883,1,2002,21,Single,-31, sALEs rEPrESENtaTIVE ,,Yes,3,Part Time,Yes,,,1,0,3,"3,0",1,2,,1,"21740,00$",,224.3015873015873,11,1,2,2,3,"3,0",1,"3,0"
884,0,1966,57,,1, heaLtHcare REpRESEntAtIvE ,,No,3,,1,travel_rarely,No,2,0,2,"3,0",1,2,Medical,4,,"5629,17$",696.9444444444445,11,4,3,3,3,"3,0",2,
885,0,2002,21,Single,9, sALes rePrESenTaTiVe ,,No,3,,1,,,1,0,3,"4,0",2,2,,2,"28111,13$","2342,59$",290.03550973654063,24,1,3,4,3,"2,0",1,"3,0"
886,0,1992,31,,9, resEaRCH SCieNtiSt ,,No,2,Part Time,True,travel_rarely,,1,0,5,"3,0",2,2,Life Sciences,4,"26570,00$","2214,17$",274.13492063492066,16,3,2,2,4,"3,0",0,"3,0"
887,0,1994,29,,-17, ReseArCh SciENTIsT , Research & Development ,No,3,Part Time,0,,No,1,0,4,,1,2,,3,"28111,13$","2342,59$",290.03550973654063,16,17,3,4,4,"3,0",9,"6,0"
888,0,1996,27,,1, LaBoRatORY TECHNiCian ,,No,5,Part Time,1,travel_rarely,No,1,1,2,"3,0",0,4,,2,"28111,13$","2342,59$",290.03550973654063,11,4,3,2,2,"3,0",1,"5,0"
889,0,1974,49,Single,7, hEalTHcare ReprEseNtAtIve ,,No,5,Full Time,Yes,travel_rarely,No,3,0,2,"4,0",0,0,Other,3,"109650,00$","9137,50$",1131.309523809524,24,2,2,3,3,"3,0",8,
890,1,1987,36,Married,2, rESeaRCh ScIentISt ,,No,2,Part Time,Yes,travel_rarely,No,1,1,3,"3,0",2,2,,3,"25430,00$",,262.3730158730159,13,4,3,3,2,"3,0",4,
891,0,1989,34,,19, sAleS EXeCUtiVe ,,Yes,5,Part Time,1,non-travel,Yes,2,0,3,"3,0",0,4,Marketing,3,"53040,00$","4420,00$",547.2380952380953,13,1,4,4,2,"2,0",8,
892,1,1999,24,Divorced,10, SALES exeCuTIve ,,No,5,Part Time,True,,Yes,2,1,2,"3,0",0,3,Marketing,4,"53914,11$","4492,84$",556.2566609977324,12,4,3,3,4,"4,0",1,
893,1,1981,42,,1, lABOrAToRY TECHnIciAN ,,No,5,Part Time,Yes,,No,1,1,5,"3,0",1,2,,4,"28111,13$",,290.03550973654063,16,2,3,1,2,"3,0",3,"8,0"
894,0,1969,54,Married,5, REsEarCh DirECtOr ,,No,4,Full Time,0,,,5,1,4,"3,0",1,2,Medical,2,"194060,00$","16171,67$",2002.2063492063487,11,1,3,1,3,"2,0",4,"24,0"
895,1,1989,34,Married,4, SaLes exEcUtiVE ,,No,3,Full Time,1,,No,2,1,3,"3,0",1,2,,4,"65380,00$","5448,33$",674.5555555555557,15,3,3,3,1,"3,0",9,
896,0,1980,43,,21, LABORATOry TecHNIciAN ,,No,3,,True,,,1,1,1,"4,0",1,2,,3,,"1881,67$",232.968253968254,20,4,3,4,1,"3,0",7,
897,1,1980,43,,8, hEAlTHCaRe ReprESEnTaTive ,,No,5,Part Time,1,travel_rarely,Yes,2,0,3,"3,0",0,2,Other,4,"53914,11$","4492,84$",556.2566609977324,14,3,3,3,4,"3,0",4,
898,0,1992,31,Married,1, LABOrAtORY teChNicIaN ,,No,4,Part Time,0,travel_rarely,No,1,1,3,"3,0",3,2,,2,"22180,00$",,228.84126984126985,12,4,2,1,3,,1,"4,0"
899,0,1998,25,Married,3, LaBoRATorY tEChniCIAN ,,Yes,2,Part Time,Yes,travel_rarely,No,1,1,5,"3,0",0,2,Medical,3,"28111,13$","2342,59$",290.03550973654063,13,1,3,1,3,,5,"6,0"
900,0,1978,45,Married,10, reseARch scIEnTIst ,,No,2,Part Time,1,,No,1,2,3,,0,2,Life Sciences,2,"26540,00$","2211,67$",273.8253968253968,21,1,3,4,4,"2,0",3,"8,0"
901,1,1971,52,Married,4, MAnAGeR ,,No,5,Full Time,False,travel_rarely,No,4,0,2,"3,0",1,4,Life Sciences,2,"153407,07$","12783,92$",1582.7713464696226,13,4,3,4,4,"1,0",2,"31,0"
902,1,1989,34,,6, saLES REPrEsentATivE ,,Yes,2,Part Time,True,travel_frequently,No,1,1,3,"3,0",1,0,,2,"28111,13$",,290.03550973654063,16,4,1,3,4,"2,0",0,"3,0"
903,1,1997,26,Divorced,23, REseARcH sCiENTist ,,No,3,Part Time,1,travel_rarely,No,1,2,3,"4,0",0,2,Life Sciences,3,"28111,13$","2342,59$",290.03550973654063,22,1,3,4,2,"1,0",1,
904,0,1994,29,,3, rEseArch DiRECTOr ,,No,10,Full Time,Yes,,No,3,0,2,"3,0",0,7,,4,"119350,00$","9945,83$",1231.388888888889,18,2,2,3,3,"3,0",1,
905,1,1994,29,Married,25, rEseARcH sCIENTIST ,,Yes,2,Part Time,0,,No,1,0,2,"3,0",1,1,Technical Degree,5,"25460,00$",,262.6825396825397,16,3,2,2,2,"4,0",5,"6,0"
906,0,1977,46,Married,2, RESEaRCh dIreCtOr ,,No,3,Full Time,0,,No,4,0,2,"3,0",0,1,Life Sciences,3,"178610,00$",,1842.801587301588,13,1,3,3,3,"1,0",6,
907,1,1977,46,,10, Sales EXeCutIvE ,,No,3,,0,,,3,1,3,"3,0",1,2,Marketing,3,,"8339,32$",1032.4872861766066,19,3,2,4,3,"3,0",2,"15,0"
908,0,1993,30,Single,7, sALes rEprESentAtIvE , Sales ,No,3,Part Time,True,travel_rarely,,1,0,3,"3,0",1,2,Marketing,1,"28111,13$",,290.03550973654063,14,4,3,2,1,"3,0",0,
909,1,1989,34,Divorced,23, humaN reSOUrcEs , Human Resources ,Yes,3,Part Time,False,travel_frequently,Yes,3,3,2,"3,0",0,2,,3,"100071,84$",,1032.4872861766066,15,2,3,1,3,"3,0",9,
910,0,1981,42,Married,5, lAbOratOrY teCHnICiaN ,,No,2,Part Time,Yes,,No,1,1,4,"3,0",2,0,Other,2,"28111,13$","2342,59$",290.03550973654063,17,2,3,3,4,,4,
911,0,2001,22,Single,-25, lAboRatOrY TechNiCiAn , Research & Development ,Yes,2,Full Time,1,,No,1,0,3,"3,0",1,2,Technical Degree,1,"38940,00$","3245,00$",401.7619047619048,16,3,2,3,3,"3,0",5,"4,0"
912,0,1994,29,Divorced,19, MAnUfACturINg DIrecTOR ,,No,3,Part Time,Yes,travel_rarely,No,2,2,2,"3,0",1,2,Technical Degree,3,"42620,00$",,439.73015873015873,12,4,3,4,2,"4,0",4,"8,0"
913,1,1977,46,Married,18, HeAlthcaRE rEPrEseNTaTIVE , Research & Development ,No,2,,1,travel_frequently,No,3,0,3,"3,0",1,2,Medical,1,"105270,00$",,1086.1190476190477,11,1,3,3,4,"2,0",5,
914,0,1991,32,,11, sALeS eXecuTIvE , Sales ,Yes,4,Part Time,1,,,2,0,2,"3,0",1,2,Other,4,"53914,11$",,556.2566609977324,12,4,4,3,4,"3,0",8,
915,0,1999,24,,24, SALes REpResENTaTIVE ,,No,2,,0,,No,1,2,3,"3,0",2,1,Medical,3,,"2000,00$",247.6190476190476,13,4,3,4,3,"3,0",0,"3,0"
916,0,1988,35,Single,25, LabOrAtOrY TechNIcIaN ,,No,3,Part Time,False,travel_rarely,No,2,0,3,"3,0",0,2,,2,"36810,00$",,379.78571428571433,14,1,2,4,4,"3,0",4,
917,1,1981,42,Married,2, healTHCaRe rePreSenTAtiVE ,,No,10,Part Time,1,,No,2,2,4,"3,0",2,2,Life Sciences,4,"53914,11$","4492,84$",556.2566609977324,13,3,3,4,2,"3,0",1,"10,0"
918,1,1975,48,Married,1, ManageR ,,No,3,Full Time,1,travel_rarely,No,4,1,3,"3,0",0,2,,4,"153407,07$",,1582.7713464696226,11,4,2,1,1,"1,0",7,"21,0"
919,1,1979,44,,1, hUMaN rESOuRCeS ,,No,2,Part Time,True,travel_rarely,No,2,0,1,,0,2,,4,"53914,11$","4492,84$",556.2566609977324,11,1,2,3,2,"4,0",4,"10,0"
920,1,1989,34,,14, SALeS RepREsEnTatiVe , Sales ,No,8,Part Time,True,,Yes,1,2,3,"3,0",0,6,,3,"28111,13$","2342,59$",290.03550973654063,18,3,3,3,4,"3,0",1,"8,0"
921,0,2002,21,,22, SalES RePrESenTAtiVe ,,No,3,Full Time,True,,,1,0,2,,1,2,Technical Degree,1,"34470,00$","2872,50$",355.6428571428571,11,3,3,3,3,"3,0",1,
922,0,1979,44,,3, MaNaGeR ,,No,2,,Yes,travel_rarely,,5,1,2,"3,0",0,1,,4,,"16260,83$",2013.246031746032,12,4,3,4,1,"4,0",4,"26,0"
923,0,2001,22,Married,6, rEsEArcH scIeNTiSt ,,No,2,Part Time,True,travel_rarely,,1,0,3,"4,0",2,2,Medical,1,"28111,13$","2342,59$",290.03550973654063,20,1,3,3,4,"3,0",0,
924,1,1997,26,,6, LABOraTOry TECHNiCIAn ,,No,3,,0,travel_rarely,Yes,1,1,2,,0,2,,3,,"2215,83$",274.3412698412698,13,3,3,4,3,"3,0",1,
925,0,1987,36,,9, mAnuFACturiNG dIreCtoR ,,No,3,Full Time,1,,Yes,2,1,2,"3,0",0,2,Medical,2,"88470,00$","7372,50$",912.7857142857142,11,2,2,2,3,"3,0",2,"13,0"
926,0,1996,27,Single,3, researCh ScIeNtIsT ,,No,4,Part Time,True,,,1,0,0,"3,0",1,1,Medical,4,"20450,00$",,210.9920634920635,13,1,2,4,4,"3,0",0,"5,0"
927,0,2000,23,,4, reSearCH sCIEnTIst ,,No,3,Part Time,False,travel_rarely,,1,1,3,"3,0",0,2,,3,"28111,13$","2342,59$",290.03550973654063,16,1,4,1,1,"4,0",2,"5,0"
928,0,1998,25,,8, SaLeS eXeCuTIve ,,No,3,Part Time,0,,No,2,1,4,"4,0",1,2,Life Sciences,3,"48510,00$","4042,50$",500.5,22,4,4,2,3,"3,0",0,"4,0"
929,0,1975,48,Marreid,-14, sAles EXEcuTIVE ,,No,2,Full Time,Yes,,,2,0,3,"3,0",2,2,,1,"81200,00$",,837.7777777777778,12,14,4,2,4,"3,0",3,
930,1,1999,24,Single,3, SALes EXECUTivE ,,Yes,2,Part Time,Yes,travel_rarely,No,2,0,3,"3,0",2,0,Life Sciences,2,"45770,00$","3814,17$",472.23015873015873,14,1,3,3,1,"3,0",9,
931,0,1963,60,Single,16, SaLES EXecutIvE ,,No,2,Full Time,0,travel_rarely,No,2,0,1,"3,0",2,2,,4,"54050,00$",,557.6587301587302,14,1,3,1,4,"3,0",8,"10,0"
932,0,1973,50,Married,8, SALES rEPrESENtaTIVE ,,No,2,Part Time,True,,No,1,1,2,"3,0",2,2,Marketing,4,"28111,13$","2342,59$",290.03550973654063,15,4,3,2,4,"3,0",7,"4,0"
933,0,1979,44,Single,24, lAboRATOrY tEChNiCiaN ,,No,5,Full Time,0,non-travel,,1,0,5,"3,0",1,4,,3,"37080,00$",,382.57142857142856,14,1,1,3,3,"3,0",2,"9,0"
934,1,1976,47,Divorced,3, salES execUTiVe ,,No,22,Full Time,Yes,travel_frequently,Yes,4,2,2,"3,0",11,13,,3,"137700,00$","11475,00$",1420.7142857142858,12,4,3,3,4,"2,0",9,"28,0"
935,0,1981,42,Divorced,19, resEarcH SCienTiSt ,,Yes,2,Part Time,1,,,1,0,2,"3,0",2,2,,3,"28111,13$","2342,59$",290.03550973654063,12,3,4,3,4,"3,0",6,
936,0,1980,43,Married,15, sAleS ExeCUTIVE ,,No,2,Part Time,True,travel_frequently,,2,1,5,,2,2,Life Sciences,3,"53914,11$","4492,84$",556.2566609977324,18,4,2,4,3,"3,0",3,"7,0"
937,1,1983,40,Single,2, resEarcH sCiENTiST ,,No,4,Part Time,0,,,1,0,2,"4,0",2,3,,1,"28111,13$","2342,59$",290.03550973654063,20,4,2,4,4,"2,0",0,"5,0"
938,0,1994,29,,10, SaLes rePrESENTaTivE , Sales ,No,2,,0,,No,1,2,2,"3,0",2,2,,3,,"1914,17$",236.9920634920635,14,4,3,2,4,"3,0",1,
939,0,1970,53,Single,6, laboraToRy tECHniCIaN ,,No,2,Part Time,False,,,2,0,4,"3,0",2,2,,3,"24500,00$","2041,67$",252.7777777777778,17,4,3,4,4,"3,0",2,"19,0"
940,0,2000,23,Single,-12, rESEaRch sCientISt , Research & Development ,No,2,Part Time,0,travel_rarely,,1,0,3,"3,0",0,2,Medical,1,"28111,13$","2342,59$",290.03550973654063,18,1,4,3,4,"3,0",1,
941,0,1968,55,,2, mANAgER ,,Yes,5,,False,,Yes,5,1,2,"3,0",1,4,Medical,3,,"15943,72$",1973.9841269841268,13,4,3,1,4,"3,0",5,"24,0"
942,1,1997,26,,1, lABoRatory teCHNiCiaN ,,No,2,Part Time,1,travel_frequently,No,1,1,2,"3,0",2,0,Life Sciences,2,"28111,13$","2342,59$",290.03550973654063,14,1,1,4,1,"3,0",3,
943,1,1989,34,Single,1, REseARCh SCiEntiST ,,No,4,,False,travel_rarely,No,1,0,2,"3,0",1,3,,4,,"2342,59$",290.03550973654063,16,2,4,4,3,"3,0",2,
944,0,1996,27,Married,8, saLes eXECutIve ,,No,4,Part Time,Yes,,,2,1,3,"3,0",1,1,Marketing,1,"43420,00$","3618,33$",447.984126984127,19,3,3,4,2,"3,0",0,"5,0"
945,1,1988,35,,8, SaLEs repreSentative ,,No,3,,True,travel_rarely,No,1,1,1,"3,0",0,2,,4,,"2143,33$",265.3650793650794,16,1,3,4,2,"2,0",1,"3,0"
946,0,1993,30,Married,-18, LAbOratory TeChNicIAn ,,No,2,Part Time,Yes,travel_rarely,No,1,2,2,,0,2,,3,"28111,13$","2342,59$",290.03550973654063,21,4,1,3,3,"3,0",3,"7,0"
947,1,1989,34,,8, SAles ExECuTIve ,,No,3,,1,,No,2,1,1,"3,0",1,2,,2,,"5416,67$",670.6349206349207,17,3,3,1,2,"3,0",5,
948,1,1971,52,,-25, laBORatoRy TEcHnician , Research & Development ,No,5,Part Time,Yes,travel_rarely,,2,1,3,"4,0",1,4,Life Sciences,4,"31490,00$","2624,17$",324.8968253968254,20,25,3,3,2,"3,0",8,"9,0"
949,1,1990,33,Single,16, SALeS eXEcuTive ,,Yes,3,Part Time,False,travel_rarely,,2,0,3,"3,0",0,2,Marketing,3,"53240,00$","4436,67$",549.3015873015873,15,1,3,1,3,"3,0",5,
950,1,1988,35,Single,-20, ReSeaRch SCIentiST , Research & Development ,No,2,Part Time,False,travel_rarely,No,1,0,0,"3,0",2,2,,4,"28111,13$",,290.03550973654063,13,20,4,3,3,"3,0",3,"7,0"
951,0,1995,28,Single,2, ReSEaRcH SCIeNtIsT ,,Yes,2,Full Time,1,,No,1,0,3,"3,0",2,1,,4,"43820,00$","3651,67$",452.1111111111112,17,3,3,3,4,"2,0",6,"5,0"
952,0,1987,36,Married,13, humaN ReSOuRCes ,,No,5,Part Time,1,travel_rarely,,1,1,2,"3,0",0,4,Human Resources,3,"28111,13$","2342,59$",290.03550973654063,13,3,3,2,2,"3,0",4,
953,1,1989,34,Single,16, RESEarch ScieNtIst , Research & Development ,No,5,Part Time,True,travel_frequently,No,1,0,3,"3,0",1,3,,4,"25530,00$","2127,50$",263.4047619047619,16,3,2,4,3,"3,0",1,"6,0"
954,0,1989,34,,3, humAn resourCeS ,,No,3,,False,,,1,1,1,"3,0",0,2,,2,,"2342,59$",290.03550973654063,19,3,3,4,3,"1,0",0,"4,0"
955,0,1979,44,Single,4, HeALTHcARE RePrESEnTativE ,,No,5,Full Time,Yes,travel_rarely,,2,0,2,"3,0",2,3,,3,"59330,00$","4944,17$",612.1349206349206,12,4,3,2,4,"2,0",9,"10,0"
