employee_number,gender,birth_year,age,marital_status,dist_home,job_title,department,departured,year_at_comp,standard_hours,remote,business_travel,over_time,job_level,stock_opt_level,traning_times_last_year,perf_rate,year_last_promotion,year_current_mngr,education_field,education_scale,annual_salary,monthly_income,daily_rate,perc_salary_hike,env_sat_rate,job_involvement,job_sat_rate,relationship_sat_rate,work_life_balance,num_comp_worked,tot_working_year
764,M,1986,37.0,Unknown,1,Sales Executive,Sales,No,6,Part Time,Yes,travel_frequently,Unknown,2,2,2,3,1,3,Unknown,4,53914.11,4492.84,556.2566609977324,14,3,1,4,3,2,1,6
765,M,1999,24.0,Married,12,Research Scientist,Research & Development,No,5,Part Time,Yes,Unknown,No,1,1,1,3,0,4,Medical,3,28111.13,2342.59,290.03550973654063,16,3,4,3,4,3,1,5
766,F,1994,29.0,Unknown,9,Laboratory Technician,Research & Development,No,5,Full Time,No,travel_rarely,No,1,1,2,3,1,2,Medical,4,29740.0,2509.1666666666665,306.8412698412698,17,4,3,3,3,3,9,
767,M,1991,32.0,Married,19,Sales Executive,Sales,No,4,Part Time,No,travel_rarely,No,3,1,2,3,0,2,Unknown,3,100071.84,8339.32,1032.4872861766066,13,4,1,3,3,1,3,
768,M,1981,42.0,Divorced,12,Laboratory Technician,Research & Development,No,5,Part Time,Yes,travel_rarely,No,1,3,6,4,0,4,Medical,3,27660.0,2305.0,285.3809523809524,22,2,3,2,2,2,8,7
769,M,1982,41.0,Divorced,9,Laboratory Technician,Research & Development,No,5,Part Time,Yes,Unknown,No,1,2,2,4,0,4,Life Sciences,4,28111.13,2342.59,290.03550973654063,20,3,3,1,2,3,1,5
770,M,1979,44.0,Unknown,1,Research Scientist,Research & Development,Yes,5,Part Time,Yes,Unknown,Yes,1,3,2,3,2,3,Unknown,2,28111.13,2342.59,290.03550973654063,12,3,3,2,3,2,1,
771,M,1995,28.0,Married,1,Research Scientist,Research & Development,No,5,Part Time,Yes,travel_rarely,No,1,1,6,3,0,3,Unknown,3,28111.13,2342.59,290.03550973654063,11,3,3,4,3,4,1,5
772,M,1984,39.0,Single,10,Research Director,Research & Development,No,4,Part Time,Yes,Unknown,Unknown,3,0,3,4,2,2,Medical,1,100071.84,8339.32,1032.4872861766066,21,3,3,3,3,3,7,
773,F,1983,40.0,Married,2,Laboratory Technician,Research & Development,No,4,Full Time,Yes,Unknown,Unknown,1,1,5,3,0,2,Life Sciences,2,33770.0,2848.8866666666668,348.42063492063494,17,3,3,1,4,2,4,7
774,M,1986,37.0,Single,10,Manufacturing Director,Research & Development,Yes,10,Part Time,Yes,travel_rarely,Unknown,2,0,4,3,0,8,Unknown,4,42130.0,3508.3333333333335,434.67460317460313,15,4,3,1,2,,1,10
775,F,1983,40.0,Unknown,1,Healthcare Representative,Research & Development,No,5,Full Time,Yes,Unknown,Unknown,2,1,3,3,0,3,Unknown,3,65130.0,5427.5,671.9761904761905,17,3,3,4,4,3,4,12
776,M,1997,26.0,Unknown,10,Sales Executive,Sales,No,5,,No,travel_rarely,No,2,0,4,3,1,2,Unknown,3,53914.11000000001,4492.84,556.2566609977324,13,3,3,4,1,3,1,
777,M,1981,42.0,Married,10,Research Scientist,Research & Development,No,6,Part Time,No,Unknown,No,1,2,1,4,3,3,Technical Degree,4,28111.13,2342.59,290.03550973654063,22,3,3,3,2,2,3,10
778,M,1989,34.0,Married,4,Sales Executive,Sales,No,5,Part Time,Yes,travel_rarely,Yes,3,3,3,3,1,0,Unknown,3,100071.84,8339.32,1032.4872861766066,13,3,3,4,4,3,2,9
779,M,1986,37.0,Unknown,7,Research Scientist,Research & Development,No,5,Part Time,Yes,travel_rarely,Unknown,2,1,2,4,0,4,Medical,4,42840.0,3552.7766666666666,442.0,22,4,3,1,3,3,5,16
780,M,1996,27.0,Unknown,2,Research Scientist,Research & Development,No,5,Part Time,No,Unknown,No,1,1,3,,1,2,Technical Degree,4,22260.0,1855.0,229.66666666666663,11,2,3,2,3,2,1,6
781,M,1988,35.0,Unknown,18,Sales Executive,Sales,No,5,Full Time,Yes,travel_rarely,Unknown,2,1,2,3,0,4,Unknown,4,55610.0,4634.17,573.7539682539682,16,2,3,1,4,1,0,
782,M,1995,28.0,Single,16,Research Scientist,Research & Development,No,5,,Yes,non-travel,No,1,0,3,3,1,4,Medical,3,21443.333333333332,1786.67,221.2063492063492,14,3,3,3,3,2,1,5
783,M,1994,29.0,Married,1,Healthcare Representative,Research & Development,No,5,Part Time,No,Unknown,No,2,1,5,3,0,2,Life Sciences,3,53730.0,4477.5,554.3571428571429,12,1,3,1,1,2,0,6
784,F,1969,54.0,Married,9,Research Scientist,Research & Development,No,4,Part Time,No,Unknown,No,2,2,6,3,2,3,Unknown,2,28970.0,2414.17,298.8968253968254,11,1,3,3,3,2,3,9
785,M,1999,24.0,Single,41,Healthcare Representative,Research & Development,No,4,,Yes,travel_rarely,No,2,0,2,3,1,2,Life Sciences,2,53914.11000000001,4492.84,556.2566609977324,12,41,2,3,2,2,1,4
786,M,1985,38.0,Married,6,Manufacturing Director,Research & Development,No,8,,No,travel_frequently,No,2,1,1,3,7,7,Unknown,4,53333.333333333336,4434.17,548.9920634920635,11,1,2,3,4,3,2,10
787,M,1981,42.0,Unknown,18,Research Scientist,Research & Development,No,4,Full Time,Yes,Unknown,Unknown,2,1,3,3,1,2,Unknown,4,54100.0,4494.116666666667,558.1746031746031,17,4,3,1,3,2,6,9
788,M,1982,41.0,Unknown,1,Research Scientist,Research & Development,No,5,Part Time,Yes,Unknown,No,1,1,3,,1,0,Life Sciences,3,27820.0,2329.4733333333334,287.031746031746,22,4,3,4,1,3,3,
789,F,1998,25.0,Unknown,8,Sales Executive,Sales,No,5,Part Time,Yes,travel_rarely,Yes,2,1,3,4,0,4,Unknown,2,53914.11,4492.84,556.2566609977324,22,1,3,3,2,2,0,6
790,M,1979,44.0,Single,1,Research Scientist,Research & Development,No,4,Part Time,Yes,Unknown,Yes,1,0,2,3,1,2,Medical,3,28111.13,2342.59,290.03550973654063,12,2,3,4,3,3,6,6
791,M,1973,50.0,Unknown,1,Sales Executive,Sales,Yes,6,Part Time,Yes,Unknown,No,2,2,3,3,0,1,Unknown,4,53914.11,4492.84,556.2566609977324,12,2,3,3,4,,7,12
792,F,1987,36.0,Married,11,Sales Executive,Sales,No,6,Part Time,No,Unknown,No,2,1,2,3,0,0,Marketing,4,53914.11,4492.84,556.2566609977324,13,2,2,4,1,2,4,8
793,F,1978,45.0,Unknown,20,Sales Executive,Sales,No,5,Part Time,Yes,Unknown,No,2,0,3,3,0,1,Unknown,3,48500.0,4073.8866666666668,500.3968253968254,15,4,3,3,3,3,8,
794,F,1983,40.0,Married,2,Research Scientist,Research & Development,No,5,,Yes,Unknown,Unknown,1,3,2,3,0,2,Unknown,4,20233.333333333332,1667.5,206.4523809523809,14,3,3,3,2,3,2,20
795,F,1988,35.0,Married,1,Research Scientist,Research & Development,No,4,Part Time,Yes,travel_rarely,No,1,1,5,3,1,1,Unknown,4,28111.13,2342.59,290.03550973654063,12,3,1,4,4,3,1,4
796,M,1994,29.0,Unknown,13,Laboratory Technician,Research & Development,No,4,Part Time,No,travel_rarely,Unknown,2,1,2,3,0,3,Other,2,53914.11,4492.84,556.2566609977324,13,4,2,2,1,3,4,10
797,M,1989,34.0,Unknown,8,Laboratory Technician,Research & Development,No,4,,Yes,Unknown,No,2,0,3,3,1,2,Unknown,3,44083.333333333336,3670.0,454.3809523809524,12,2,4,3,1,4,2,
798,M,1996,27.0,Married,2,Laboratory Technician,Research & Development,No,2,Part Time,No,travel_rarely,No,1,1,3,3,2,2,Unknown,1,28111.13,2342.59,290.03550973654063,12,1,3,2,4,3,9,6
799,M,1992,31.0,Divorced,26,Research Scientist,Research & Development,No,5,Part Time,Yes,Unknown,Unknown,1,1,1,3,4,3,Unknown,1,28111.13,2342.59,290.03550973654063,17,1,3,3,4,2,1,5
800,M,1989,34.0,Divorced,38,Laboratory Technician,Research & Development,No,2,,Yes,travel_rarely,Unknown,1,1,2,3,1,2,Unknown,2,28111.13,2342.59,290.03550973654063,11,2,3,4,3,3,0,3
801,M,1995,28.0,Single,24,Laboratory Technician,Research & Development,Yes,4,Part Time,Yes,travel_rarely,Yes,1,0,4,3,0,3,Life Sciences,3,28111.13,2342.59,290.03550973654063,14,3,2,3,2,3,5,6
802,M,1991,32.0,Divorced,5,Research Scientist,Research & Development,No,6,Part Time,Yes,travel_rarely,Yes,1,2,5,3,0,5,Unknown,2,28111.13,2342.59,290.03550973654063,12,1,4,2,4,2,0,7
803,M,1985,38.0,Single,2,Research Scientist,Research & Development,No,3,Full Time,Yes,Unknown,Yes,1,0,3,3,1,2,Life Sciences,3,39440.0,3286.67,406.9206349206349,11,4,3,4,3,3,5,6
804,F,1999,24.0,Unknown,11,Manufacturing Director,Research & Development,No,4,Part Time,Yes,Unknown,No,2,1,5,3,1,3,Unknown,2,53914.11,4492.84,556.2566609977324,18,1,4,3,4,2,0,5
805,M,1989,34.0,Single,6,Research Scientist,Research & Development,Yes,4,Full Time,Yes,Unknown,No,1,0,2,3,1,3,Unknown,1,29600.0,2451.6666666666665,305.3968253968254,11,2,3,1,3,3,2,
806,F,1991,32.0,Unknown,16,Research Scientist,Research & Development,Yes,10,Part Time,No,travel_frequently,Unknown,1,0,5,,6,7,Unknown,1,28111.13,2342.59,290.03550973654063,22,2,1,1,2,3,1,
807,F,1977,46.0,Single,2,Manager,Unknown,No,2,Full Time,No,travel_rarely,Unknown,5,0,2,3,2,1,Marketing,4,189470.0,15789.17,1954.8492063492065,12,2,3,1,4,2,3,22
808,M,1979,44.0,Married,10,Healthcare Representative,Research & Development,No,4,Full Time,No,Unknown,Unknown,2,0,5,3,1,3,Other,4,64650.0,5386.11,667.0238095238095,13,4,3,4,4,4,2,
809,M,1973,50.0,Married,3,Sales Representative,Sales,Yes,3,Part Time,Yes,travel_rarely,Unknown,1,0,2,3,0,2,Unknown,2,26830.0,2235.556666666667,276.8174603174603,14,1,2,3,3,3,1,3
810,F,1988,35.0,Married,2,Sales Representative,Sales,No,2,Part Time,Yes,Unknown,No,1,0,3,3,2,2,Marketing,3,20140.0,1678.33,207.7936507936508,13,4,3,4,1,3,1,2
811,M,1995,28.0,Single,5,Laboratory Technician,Research & Development,Yes,2,,Yes,Unknown,Yes,1,0,3,,2,2,Unknown,4,34410.0,2894.443333333333,355.0238095238095,13,3,3,3,3,2,1,2
812,F,1997,26.0,Married,22,Sales Executive,Sales,No,2,Part Time,No,Unknown,Yes,2,1,2,3,0,0,Unknown,3,53914.11,4492.84,556.2566609977324,19,22,2,4,3,2,7,5
813,F,1988,35.0,Unknown,31,Laboratory Technician,Research & Development,No,2,Part Time,No,travel_rarely,Yes,1,1,3,,2,2,Unknown,4,28111.13,2342.59,290.03550973654063,15,3,3,1,3,3,3,4
814,M,1988,35.0,Married,31,Research Scientist,Research & Development,No,3,,Yes,Unknown,No,1,1,2,3,1,2,Medical,3,28111.13,2342.59,290.03550973654063,13,2,3,1,4,2,4,5
815,M,1986,37.0,Unknown,20,Research Director,Research & Development,No,5,Full Time,Yes,travel_rarely,Unknown,3,0,3,,0,2,Medical,4,136640.0,11386.67,1409.7777777777776,13,1,3,3,1,4,4,
816,M,1977,46.0,Divorced,38,Human Resources,Human Resources,No,4,Part Time,Yes,travel_rarely,Yes,2,1,2,4,0,2,Medical,2,50210.0,4184.17,518.0396825396825,22,38,3,2,4,3,8,
817,M,1989,34.0,Married,1,Manufacturing Director,Research & Development,No,5,Part Time,Yes,travel_rarely,No,2,0,2,3,1,3,Medical,2,53914.11,4492.84,556.2566609977324,15,1,3,2,3,3,1,
818,M,1972,51.0,Unknown,9,Laboratory Technician,Research & Development,No,4,Part Time,Yes,travel_rarely,Unknown,1,2,4,4,0,3,Unknown,4,28111.13,2342.59,290.03550973654063,23,4,3,4,2,3,3,10
819,F,1999,24.0,Married,3,Sales Executive,Sales,No,3,Part Time,Yes,travel_rarely,No,2,1,2,4,0,2,Other,2,53914.11,4492.84,556.2566609977324,21,1,3,3,1,2,0,4
820,M,1979,44.0,Married,23,Laboratory Technician,Research & Development,No,3,Part Time,Yes,Unknown,Unknown,2,1,3,3,1,2,Unknown,3,53914.11,4492.84,556.2566609977324,12,2,3,2,3,4,4,
821,M,1986,37.0,Divorced,6,Human Resources,Human Resources,Yes,3,,Yes,travel_rarely,Unknown,1,0,3,4,0,2,Human Resources,4,28111.13,2342.59,290.03550973654063,22,3,3,1,4,3,4,
822,F,1964,59.0,Unknown,2,Manager,Unknown,No,3,Full Time,No,non-travel,No,5,1,3,4,2,2,Human Resources,4,188440.0,15834.703333333333,1944.2222222222224,21,3,2,4,4,3,9,
823,M,1998,25.0,Married,7,Research Scientist,Research & Development,No,2,Part Time,Yes,Unknown,No,1,2,2,3,2,1,Unknown,1,28111.13,2342.59,290.03550973654063,11,4,2,4,3,,1,
824,F,1980,43.0,Single,26,Research Scientist,Research & Development,No,3,,Yes,Unknown,Unknown,1,0,2,3,1,2,Medical,3,47456.666666666664,3949.17,488.9444444444444,12,2,4,3,4,3,4,
825,F,1973,50.0,Single,12,Sales Executive,Sales,No,2,Part Time,No,travel_frequently,No,3,0,3,3,2,1,Unknown,3,100071.84,8339.32,1032.4872861766066,11,3,3,4,4,,4,16
826,F,1992,31.0,Unknown,20,Sales Executive,Sales,Yes,2,Part Time,Yes,travel_rarely,Yes,2,1,2,3,2,2,Unknown,3,53914.11,4492.84,556.2566609977324,11,2,1,3,3,3,3,4
827,M,1987,36.0,Divorced,6,Manufacturing Director,Research & Development,No,3,Part Time,No,Unknown,No,2,2,0,4,0,1,Medical,2,53914.11,4492.84,556.2566609977324,20,2,3,2,4,3,6,7
828,M,1972,51.0,Unknown,16,Manufacturing Director,Research & Development,Yes,4,Full Time,No,travel_frequently,Unknown,3,0,2,3,0,3,Unknown,4,106500.0,8860.556666666665,1098.809523809524,15,1,1,4,4,3,2,18
829,M,1998,25.0,Unknown,28,Sales Executive,Sales,No,2,Part Time,No,Unknown,Unknown,2,0,3,3,2,2,Life Sciences,3,53914.11,4492.84,556.2566609977324,18,1,2,3,4,3,2,
830,F,1985,38.0,Unknown,3,Research Scientist,Research & Development,No,3,,No,travel_rarely,Yes,2,0,2,4,2,2,Technical Degree,5,43170.0,3597.5,445.4047619047618,20,4,3,3,2,,3,19
831,F,1993,30.0,Divorced,5,Research Scientist,Research & Development,No,3,Part Time,Yes,travel_rarely,No,1,1,3,,2,2,Technical Degree,3,28111.13,2342.59,290.03550973654063,14,4,3,1,4,3,5,8
832,M,2001,22.0,Married,36,Research Scientist,Research & Development,No,2,,Yes,Unknown,No,1,2,6,4,2,2,Medical,1,28111.13,2342.59,290.03550973654063,24,36,3,4,1,3,1,2
833,M,1996,27.0,Unknown,9,Research Scientist,Research & Development,No,2,Part Time,Yes,non-travel,Unknown,1,1,1,3,2,2,Medical,3,20240.0,1686.67,208.82539682539684,18,4,3,2,4,1,6,
834,M,1995,28.0,Married,21,Research Scientist,Research & Development,No,5,Part Time,Yes,Unknown,No,1,1,2,3,0,2,Medical,3,28111.13,2342.59,290.03550973654063,11,3,3,4,3,1,1,5
835,M,1996,27.0,Unknown,17,Research Scientist,Research & Development,No,5,Full Time,Yes,Unknown,Unknown,1,1,3,3,1,1,Unknown,3,30580.0,2566.1133333333332,315.5079365079365,16,3,3,2,4,2,0,6
836,F,1967,56.0,Divorced,8,Research Scientist,Research & Development,No,2,Part Time,Yes,travel_rarely,Unknown,1,1,3,3,2,2,Life Sciences,3,28111.13,2342.59,290.03550973654063,18,3,3,1,3,,4,
837,F,1985,38.0,Single,9,Laboratory Technician,Research & Development,No,2,Part Time,Yes,travel_rarely,Unknown,1,0,3,,2,1,Unknown,2,28111.13,2342.59,290.03550973654063,12,3,3,4,3,,1,
838,F,1992,31.0,Unknown,12,Research Scientist,Research & Development,No,4,Full Time,Yes,travel_rarely,Unknown,1,1,0,4,0,2,Medical,1,39290.0,3274.17,405.3730158730159,23,3,3,4,3,3,8,7
839,F,1989,34.0,Unknown,27,Research Scientist,Research & Development,No,3,,Yes,travel_rarely,No,1,0,3,3,1,2,Medical,2,28111.13,2342.59,290.03550973654063,15,4,3,2,4,3,2,9
840,M,1973,50.0,Unknown,1,Laboratory Technician,Research & Development,No,3,Part Time,No,Unknown,Unknown,1,1,2,3,0,2,Unknown,3,28111.13,2342.59,290.03550973654063,15,3,2,3,4,2,2,
841,F,1970,53.0,Divorced,13,Manufacturing Director,Research & Development,No,4,,No,Unknown,No,2,2,3,3,1,3,Unknown,2,53914.11000000001,4492.84,556.2566609977324,11,4,4,1,3,3,1,5
842,F,1988,35.0,Single,24,Laboratory Technician,Research & Development,No,6,Part Time,Yes,travel_frequently,Unknown,2,0,5,3,1,2,Medical,3,44250.0,3687.5,456.5476190476191,11,2,3,2,4,3,5,
843,M,1996,27.0,Married,1,Manufacturing Director,Research & Development,No,2,Part Time,No,travel_frequently,Unknown,2,1,1,3,2,0,Unknown,1,53914.11,4492.84,556.2566609977324,19,3,2,1,3,3,5,
844,M,1983,40.0,Married,38,Laboratory Technician,Research & Development,No,7,Part Time,Yes,Unknown,Unknown,2,1,2,3,3,7,Unknown,2,53914.11,4492.84,556.2566609977324,15,3,3,4,3,4,8,
845,M,2001,22.0,Unknown,22,Research Scientist,Research & Development,No,4,Part Time,No,Unknown,Unknown,1,1,2,3,2,2,Life Sciences,3,23280.0,1940.0,240.1904761904762,16,22,4,2,1,2,1,4
846,M,1983,40.0,Unknown,10,Healthcare Representative,Research & Development,No,3,Part Time,Yes,Unknown,No,2,1,5,3,0,2,Life Sciences,5,53914.11,4492.84,556.2566609977324,14,4,2,4,4,1,9,5
847,M,1977,46.0,Unknown,1,Healthcare Representative,Research & Development,No,4,,Yes,Unknown,No,3,1,3,3,0,3,Unknown,4,100071.84000000001,8339.32,1032.4872861766066,16,4,3,1,3,3,7,17
848,F,1993,30.0,Unknown,3,Research Scientist,Research & Development,Yes,5,,Yes,Unknown,Yes,1,0,5,3,0,4,Technical Degree,3,26560.0,2214.17,274.13492063492066,11,4,3,1,3,3,5,8
849,M,1994,29.0,Single,1,Research Scientist,Research & Development,Yes,6,Part Time,No,Unknown,Unknown,1,0,1,3,1,5,Unknown,3,28111.13,2342.59,290.03550973654063,14,3,3,3,4,2,0,
850,F,1969,54.0,Married,3,Sales Executive,Sales,No,6,Full Time,No,Unknown,Unknown,2,1,4,3,0,5,Unknown,3,59400.0,4866.39,612.8571428571429,14,4,3,1,4,3,2,16
851,F,1990,33.0,Married,4,Research Scientist,Research & Development,No,3,Part Time,Yes,travel_rarely,Unknown,1,0,3,4,1,1,Unknown,4,26220.0,2185.0,270.5238095238095,21,3,2,2,4,3,6,
852,F,1971,52.0,Single,2,Laboratory Technician,Research & Development,No,2,Full Time,Yes,travel_rarely,Unknown,1,0,3,3,2,2,Unknown,3,32120.0,2676.67,331.3968253968254,15,3,2,4,2,2,7,
853,M,1964,59.0,Married,6,Human Resources,Human Resources,No,2,Part Time,No,travel_rarely,Unknown,1,0,2,3,2,2,Medical,2,28111.13,2342.59,290.03550973654063,17,2,3,3,4,2,8,
854,M,1991,32.0,Single,1,Laboratory Technician,Research & Development,Yes,3,,Yes,Unknown,Unknown,1,0,2,3,1,2,Unknown,3,28111.13,2342.59,290.03550973654063,14,4,2,3,4,1,0,4
855,F,1984,39.0,Divorced,24,Laboratory Technician,Research & Development,No,3,Part Time,No,Unknown,No,1,3,1,3,1,2,Medical,4,28111.13,2342.59,290.03550973654063,14,24,3,3,3,3,7,7
856,M,1991,32.0,Unknown,26,Sales Executive,Sales,No,3,Part Time,Yes,non-travel,No,2,0,2,3,2,2,Marketing,4,53914.11,4492.84,556.2566609977324,18,3,3,4,1,3,0,4
857,M,1992,31.0,Divorced,3,Research Director,Research & Development,No,2,Part Time,Yes,Unknown,No,3,1,3,3,2,2,Medical,4,100071.84,8339.32,1032.4872861766066,12,2,3,3,1,3,9,
858,F,1990,33.0,Married,5,Research Scientist,Research & Development,No,2,Full Time,Yes,travel_rarely,Unknown,1,1,2,3,0,2,Life Sciences,4,29110.0,2425.83,300.3412698412698,13,3,2,4,3,2,1,2
859,M,1978,45.0,Unknown,23,Manufacturing Director,Research & Development,No,3,,Yes,Unknown,Unknown,2,1,1,3,0,2,Life Sciences,4,53914.11000000001,4492.84,556.2566609977324,17,1,4,3,4,3,4,9
860,F,1981,42.0,Single,17,Research Scientist,Research & Development,No,3,Part Time,Yes,Unknown,Yes,2,0,1,3,0,2,Unknown,2,53914.11,4492.84,556.2566609977324,13,4,4,1,3,3,3,
861,M,1994,29.0,Divorced,19,Sales Executive,Sales,No,3,Full Time,No,Unknown,No,2,1,2,3,0,2,Marketing,2,69310.0,5626.113333333334,715.1031746031746,14,4,3,4,4,3,2,
862,F,1998,25.0,Married,1,Manufacturing Director,Research & Development,No,4,,No,travel_rarely,No,2,2,3,3,1,2,Unknown,3,53914.11,4492.84,556.2566609977324,12,1,3,3,4,3,0,5
863,M,1991,32.0,Unknown,2,Laboratory Technician,Research & Development,No,6,Part Time,No,Unknown,No,2,0,5,3,0,4,Unknown,1,21760.0,1813.33,224.5079365079365,13,4,2,1,4,3,4,9
864,M,1995,28.0,Married,9,Research Scientist,Research & Development,No,5,,Yes,travel_rarely,No,1,1,3,4,0,4,Unknown,3,28111.13,2342.59,290.03550973654063,23,4,3,4,4,,1,
865,M,2002,21.0,Single,3,Research Scientist,Research & Development,No,3,Full Time,No,travel_rarely,No,1,0,4,3,1,0,Unknown,2,32300.0,2667.22,333.25396825396825,17,4,2,3,1,4,1,
866,F,1986,37.0,Divorced,1,Research Director,Research & Development,No,5,Part Time,No,non-travel,Yes,3,2,2,3,0,2,Medical,4,100071.84,8339.32,1032.4872861766066,18,1,3,4,1,3,2,
867,M,1985,38.0,Unknown,23,Healthcare Representative,Research & Development,No,2,Part Time,No,travel_rarely,Unknown,2,1,2,3,1,2,Life Sciences,4,53914.11,4492.84,556.2566609977324,14,4,3,4,2,3,9,
868,M,1997,26.0,Divorced,16,Laboratory Technician,Research & Development,Yes,3,Part Time,No,travel_rarely,Yes,1,1,2,3,0,2,Medical,4,28111.13,2342.59,290.03550973654063,13,1,3,2,4,3,2,
869,F,1974,49.0,Single,10,Research Director,Research & Development,No,3,Full Time,Yes,Unknown,Yes,5,0,4,3,1,2,Life Sciences,4,186650.0,15554.17,1925.753968253968,11,3,3,1,4,3,9,
870,F,1992,31.0,Divorced,5,Sales Representative,Sales,No,2,Part Time,Yes,travel_frequently,Unknown,1,1,5,3,2,2,Unknown,3,27890.0,2337.56,287.75396825396825,11,4,3,2,3,2,1,2
871,M,1986,37.0,Married,9,Research Scientist,Research & Development,No,4,Part Time,No,travel_frequently,Unknown,1,3,3,3,1,2,Medical,3,28111.13,2342.59,290.03550973654063,12,2,3,4,3,2,1,
872,M,1992,31.0,Married,11,Research Scientist,Research & Development,No,5,Part Time,Yes,travel_rarely,Unknown,1,1,4,3,0,3,Unknown,4,28111.13,2342.59,290.03550973654063,12,11,3,4,3,3,0,
873,M,1992,31.0,Unknown,2,Human Resources,Human Resources,No,2,Full Time,No,travel_rarely,No,2,0,1,3,1,0,Human Resources,3,64100.0,5341.67,661.3492063492064,12,1,2,1,4,3,3,
874,M,1992,31.0,Unknown,2,Research Scientist,Research & Development,No,2,Part Time,Yes,Unknown,Unknown,1,1,2,3,2,2,Unknown,4,28111.13,2342.59,290.03550973654063,18,3,3,4,2,1,0,3
875,M,1971,52.0,Unknown,17,Research Scientist,Research & Development,Yes,8,Part Time,No,Unknown,No,2,0,3,,7,7,Medical,4,49410.0,4117.5,509.78571428571433,15,17,2,2,1,2,2,11
876,M,1995,28.0,Married,2,Research Scientist,Research & Development,Yes,3,,Yes,Unknown,Yes,1,0,4,3,2,2,Medical,4,28111.13,2342.59,290.03550973654063,13,1,1,4,4,2,5,
877,M,1976,47.0,Married,5,Research Director,Research & Development,No,3,Full Time,No,travel_rarely,Unknown,5,1,2,3,1,1,Unknown,5,191324.62,15943.72,1973.9841269841268,11,4,3,3,2,3,4,21
878,M,1994,29.0,Unknown,9,Laboratory Technician,Research & Development,No,3,Full Time,Yes,Unknown,No,1,0,2,3,2,2,Other,5,39830.0,3319.17,410.9444444444444,17,2,2,4,3,,0,4
879,M,1986,37.0,Unknown,5,Manufacturing Director,Research & Development,No,6,,Yes,Unknown,No,2,2,2,3,0,4,Medical,2,63470.0,5289.17,654.8492063492064,16,4,3,4,3,2,7,8
880,M,2000,23.0,Unknown,26,Research Scientist,Research & Development,No,4,Full Time,No,Unknown,Unknown,1,2,2,3,0,2,Unknown,1,29040.0,2420.0,299.61904761904765,12,3,3,4,3,2,1,
881,M,1981,42.0,Divorced,2,Human Resources,Human Resources,No,3,,No,travel_rarely,Yes,1,1,5,3,1,0,Unknown,1,26913.333333333332,2246.67,278.1587301587302,11,3,3,3,3,3,0,4
882,F,1993,30.0,Unknown,25,Sales Executive,Sales,No,2,,No,Unknown,Unknown,2,1,2,3,2,2,Unknown,2,53914.11000000001,4492.84,556.2566609977324,12,4,3,3,2,4,7,4
883,F,2002,21.0,Single,31,Sales Representative,Sales,Yes,3,Part Time,Yes,Unknown,Unknown,1,0,3,3,1,2,Unknown,1,21740.0,1815.5566666666666,224.3015873015873,11,1,2,2,3,3,1,3
884,M,1966,57.0,Unknown,1,Healthcare Representative,Research & Development,No,3,,Yes,travel_rarely,No,2,0,2,3,1,2,Medical,4,67350.0,5629.17,696.9444444444445,11,4,3,3,3,3,2,
885,M,2002,21.0,Single,9,Sales Representative,Sales,No,3,,Yes,Unknown,Unknown,1,0,3,4,2,2,Unknown,2,28111.13,2342.59,290.03550973654063,24,1,3,4,3,2,1,3
886,M,1992,31.0,Unknown,9,Research Scientist,Research & Development,No,2,Part Time,Yes,travel_rarely,Unknown,1,0,5,3,2,2,Life Sciences,4,26570.0,2214.17,274.13492063492066,16,3,2,2,4,3,0,3
887,M,1994,29.0,Unknown,17,Research Scientist,Research & Development,No,3,Part Time,No,Unknown,No,1,0,4,,1,2,Unknown,3,28111.13,2342.59,290.03550973654063,16,17,3,4,4,3,9,6
888,M,1996,27.0,Unknown,1,Laboratory Technician,Research & Development,No,5,Part Time,Yes,travel_rarely,No,1,1,2,3,0,4,Unknown,2,28111.13,2342.59,290.03550973654063,11,4,3,2,2,3,1,5
889,M,1974,49.0,Single,7,Healthcare Representative,Research & Development,No,5,Full Time,Yes,travel_rarely,No,3,0,2,4,0,0,Other,3,109650.0,9137.5,1131.309523809524,24,2,2,3,3,3,8,
890,F,1987,36.0,Married,2,Research Scientist,Research & Development,No,2,Part Time,Yes,travel_rarely,No,1,1,3,3,2,2,Unknown,3,25430.0,2120.556666666667,262.3730158730159,13,4,3,3,2,3,4,
891,M,1989,34.0,Unknown,19,Sales Executive,Sales,Yes,5,Part Time,Yes,non-travel,Yes,2,0,3,3,0,4,Marketing,3,53040.0,4420.0,547.2380952380953,13,1,4,4,2,2,8,
892,F,1999,24.0,Divorced,10,Sales Executive,Sales,No,5,Part Time,Yes,Unknown,Yes,2,1,2,3,0,3,Marketing,4,53914.11,4492.84,556.2566609977324,12,4,3,3,4,4,1,
893,F,1981,42.0,Unknown,1,Laboratory Technician,Research & Development,No,5,Part Time,Yes,Unknown,No,1,1,5,3,1,2,Unknown,4,28111.13,2342.59,290.03550973654063,16,2,3,1,2,3,3,8
894,M,1969,54.0,Married,5,Research Director,Research & Development,No,4,Full Time,No,Unknown,Unknown,5,1,4,3,1,2,Medical,2,194060.0,16171.67,2002.2063492063487,11,1,3,1,3,2,4,24
